date,score,quality,total_h,deep_h,light_h,rem_h,awake_h,resting_hr,avg_hr,avg_hrv,hrv_7d_avg,hrv_status,avg_spo2,avg_respiration,body_battery_change,sleep_need_h,skin_temp_c
2025-11-13,98,EXCELLENT,7.95,1.71,4.4,1.72,0.12,50,57,77,76,BALANCED,,15.2,44,8.0,
2025-11-11,98,EXCELLENT,8.42,1.76,4.2,2.18,0.28,49,52,78,75,BALANCED,,13.5,67,8.0,
2025-11-10,96,EXCELLENT,8.2,1.66,4.09,1.97,0.48,49,53,69,66,BALANCED,,15.8,40,8.0,
2025-11-08,98,EXCELLENT,7.62,1.82,3.39,1.98,0.43,48,51,76,74,BALANCED,,13.3,56,8.0,
2025-11-06,98,EXCELLENT,7.31,1.22,4.09,1.67,0.33,45,48,80,81,BALANCED,,13.1,44,8.0,
2025-11-04,98,EXCELLENT,6.62,1.29,3.48,1.58,0.27,46,50,77,76,BALANCED,,13.4,56,8.0,
2025-11-01,94,EXCELLENT,7.03,1.65,3.52,1.49,0.37,47,53,70,67,BALANCED,,13.1,53,8.0,
2025-10-31,98,EXCELLENT,7.73,1.48,4.42,1.41,0.42,48,50,79,76,BALANCED,,14.1,74,8.0,
2025-10-30,98,EXCELLENT,7.5,1.25,4.24,1.64,0.37,46,52,68,65,BALANCED,,14.7,55,8.0,
2025-10-29,89,GOOD,6.77,1.51,3.38,1.43,0.45,50,56,70,71,BALANCED,,14.3,64,8.0,
2025-10-28,96,EXCELLENT,5.92,1.03,3.55,1.12,0.22,48,52,66,66,BALANCED,,15.2,44,8.0,
2025-10-27,83,GOOD,6.44,1.43,3.57,1.16,0.28,46,51,74,76,BALANCED,,13.4,41,8.0,
2025-10-26,90,EXCELLENT,7.56,1.32,4.13,1.75,0.36,46,52,76,79,BALANCED,,13.9,58,8.0,
2025-10-25,98,EXCELLENT,6.97,1.56,3.32,1.7,0.39,46,48,69,70,BALANCED,,13.3,62,8.0,
2025-10-24,95,EXCELLENT,7.74,1.4,4.3,1.8,0.24,48,53,74,72,BALANCED,,15.3,64,8.0,
2025-10-23,87,GOOD,6.52,1.45,3.6,1.29,0.18,47,53,75,78,BALANCED,,13.1,68,8.0,
2025-10-21,97,EXCELLENT,8.89,1.76,4.51,2.31,0.31,46,50,76,75,BALANCED,,15.8,56,8.0,
2025-10-20,98,EXCELLENT,6.9,1.56,3.05,1.79,0.5,49,53,75,72,BALANCED,,14.8,74,8.0,
2025-10-18,96,EXCELLENT,6.27,1.27,3.28,1.54,0.18,49,55,68,70,BALANCED,,15.3,42,8.0,
2025-10-17,95,EXCELLENT,7.27,1.55,4.06,1.43,0.23,49,55,68,71,BALANCED,,15.4,45,8.0,
2025-10-16,94,EXCELLENT,6.47,1.34,3.26,1.42,0.45,47,51,72,70,BALANCED,,13.6,67,8.0,
2025-10-14,94,EXCELLENT,6.78,1.56,3.55,1.32,0.35,49,51,69,70,BALANCED,,13.8,70,8.0,
2025-10-13,85,GOOD,6.45,1.22,3.46,1.31,0.46,45,50,66,64,BALANCED,,13.1,53,8.0,
2025-10-12,90,EXCELLENT,7.83,1.37,4.21,1.88,0.37,47,49,78,76,BALANCED,,15.3,68,8.0,
2025-10-11,91,EXCELLENT,7.08,1.33,3.61,1.83,0.31,48,50,66,65,BALANCED,,13.2,60,8.0,
2025-10-10,94,EXCELLENT,8.83,1.95,4.59,1.95,0.34,45,48,74,71,BALANCED,,13.4,69,8.0,
2025-10-09,92,EXCELLENT,7.44,1.35,4.45,1.51,0.13,46,53,72,72,BALANCED,,13.7,71,8.0,
2025-10-08,94,EXCELLENT,6.46,1.04,3.85,1.2,0.37,49,52,76,74,BALANCED,,13.8,42,8.0,
2025-10-06,98,EXCELLENT,7.99,1.53,4.66,1.69,0.11,49,55,72,69,BALANCED,,15.5,63,8.0,
2025-10-05,94,EXCELLENT,8.65,1.52,5.03,1.7,0.4,49,56,74,75,BALANCED,,15.0,53,8.0,
2025-10-04,92,EXCELLENT,7.5,1.75,3.34,1.94,0.47,48,51,70,71,BALANCED,,14.2,68,8.0,
2025-10-03,98,EXCELLENT,8.2,1.45,4.87,1.5,0.38,46,50,69,67,BALANCED,,13.0,62,8.0,
2025-10-02,97,EXCELLENT,7.57,1.3,4.55,1.6,0.12,46,49,66,69,BALANCED,,14.3,56,8.0,
2025-09-30,94,EXCELLENT,8.73,2.01,4.69,1.92,0.11,46,48,76,73,BALANCED,,14.5,74,8.0,
2025-09-29,97,EXCELLENT,7.85,1.29,4.31,1.87,0.38,49,55,68,66,BALANCED,,15.7,61,8.0,
2025-09-27,98,EXCELLENT,6.65,1.48,3.18,1.62,0.37,46,53,68,67,BALANCED,,14.3,80,8.0,
2025-09-24,90,EXCELLENT,7.76,1.5,4.27,1.79,0.2,50,57,79,76,BALANCED,,13.4,75,8.0,
2025-09-23,93,EXCELLENT,7.29,1.55,3.45,1.87,0.42,48,51,71,69,BALANCED,,15.8,78,8.0,
2025-09-22,98,EXCELLENT,7.83,1.3,4.87,1.45,0.21,46,53,67,65,BALANCED,,13.0,71,8.0,
2025-09-21,88,GOOD,7.25,1.21,4.51,1.33,0.2,48,51,66,63,BALANCED,,14.9,64,8.0,
2025-09-20,94,EXCELLENT,5.87,1.06,2.96,1.36,0.49,46,51,80,81,BALANCED,,13.2,58,8.0,
2025-09-19,95,EXCELLENT,7.25,1.45,3.94,1.38,0.48,47,50,77,80,BALANCED,,15.2,78,8.0,
2025-09-16,98,EXCELLENT,8.79,1.44,4.85,2.02,0.48,49,51,73,76,BALANCED,,14.6,76,8.0,
2025-09-15,93,EXCELLENT,7.5,1.36,3.89,1.9,0.35,48,52,80,80,BALANCED,,13.1,56,8.0,
2025-09-14,93,EXCELLENT,7.35,1.34,4.24,1.57,0.2,49,55,76,76,BALANCED,,13.5,51,8.0,
2025-09-13,81,GOOD,6.19,1.4,2.85,1.5,0.44,49,54,67,65,BALANCED,,14.4,70,8.0,
2025-09-11,98,EXCELLENT,7.6,1.5,3.86,1.8,0.44,49,55,66,66,BALANCED,,13.9,55,8.0,
2025-09-10,98,EXCELLENT,7.22,1.37,3.72,1.78,0.35,49,54,78,81,BALANCED,,14.7,51,8.0,
2025-09-07,98,EXCELLENT,8.0,1.37,4.46,1.98,0.19,48,55,64,61,BALANCED,,14.8,40,8.0,
2025-09-05,98,EXCELLENT,7.41,1.73,3.64,1.75,0.29,49,56,71,72,BALANCED,,15.0,42,8.0,
2025-09-03,97,EXCELLENT,6.87,1.46,3.33,1.62,0.46,50,54,66,65,BALANCED,,13.6,49,8.0,
